 ;Gesamtverbrauch / Zähleränderung [kWh];Direktverbrauch / Zähleränderung [kWh] ;Batterieentladung / Zähleränderung [kWh] ;Netzbezug / Zähleränderung [kWh] ;PV-Erzeugung / Zähleränderung [kWh] ;Netzeinspeisung / Zähleränderung [kWh] ;Direktverbrauch / Zähleränderung [kWh]  ;Batterieladung / Zähleränderung [kWh]
"=""01.06.2024""";"77,83";"12,66";"0,10";"65,06";"12,94";"0,04";"12,66";"0,40"
